No,入札方式,工種（業種）,資格点数,予定価格（税抜）,工事概要（業務概要）,発注機関,工事場所,指名業者・応札業者
1442,受注希望,土木一式工事,841.0,7250000,波除護岸工,南信州地域振興局,下伊那郡阿南町,（株）創力
1443,受注希望,土木一式工事,675.0,非公開,鴨目工 排水路工 鳥原工 土止工,南信州地域振興局,下伊那郡阿南町,
1444,受注希望,土木一式工事,675.0,21490000,水路工 道路工,南信州地域振興局,下伊那郡豊丘村,（株）原山組、共歩（株）、（有）今村工務所、太田土建（有）、道栄建設（株）、小木曽建設（株）
1445,総合評価,土木一式工事,759.0,59900000,隧道補修工,南信州地域振興局,下伊那郡豊丘村,古田工業（株）、（株）尾畑組
1446,総合評価,舗装工事,850.0,18580000,舗装修繕工 切削オーバーレイ工,飯田建設事務所,下伊那郡阿智村,阿智工務店（株）、神稲建設（株）、（株）パテック、小木曽建設（株）、南信土木建築（有）、金本建設（株）、小池建設（株）、（株）シノダ、（株）清信建設興業
1447,総合評価,とび・土工・コンクリート工事,872.0,127810000,,飯田建設事務所,県内一円,神稲建設（株）、（株）三六組、長豊建設（株）、大協建設（株）、北沢建設（株）、クラウニング（株）、木下建設（株）、古田工業（株）、（株）カリス、（株）トライネット、（株）尾畑組、南信土木建築（有）
1448,総合評価,とび・土工・コンクリート工事,872.0,71320000,法面対策工 コンクリート吹付工 ポケット式ロックネット工,飯田建設事務所,下伊那郡下條村から飯田市,（株）清信建設興業、（株）シノダ、阿智工務店（株）、木下工業（株）、南信土木建築（有）、（有）新野工務店、細澤建設（株）、（株）三六組、（株）サンテクト、長豊建設（株）、（有）福士組、（株）パテック
1449,総合評価,塗装工事,863.0,113480000,橋梁補修工 塗装塗替工,飯田建設事務所,県内一円,進興エンジニアリング（株）、矢木コーポレーション（株）、北沢建設（株）
1450,総合評価,舗装工事,850.0,17310000,舗装修繕工 切削オーバーレイ工,飯田建設事務所,下伊那郡阿智村,阿智工務店（株）、（株）パテック、神稲建設（株）、南信土木建築（有）、金本建設（株）、小木曽建設（株）、小池建設（株）、（株）清信建設興業、（株）シノダ
1451,総合評価,土木一式工事,1007.0,134060000,河川災害復旧工 大型ブロック積工 根固め工,飯田建設事務所,下伊那郡大鹿村,大協建設（株）、吉川建設（株）、北沢建設（株）、（株）吉野組、木下建設（株）、神稲建設（株）
1452,総合評価,土木一式工事,1007.0,139160000,河川災害復旧工 重力式護岸工,飯田建設事務所,下伊那郡大鹿村,クラウニング（株）、（株）吉野組、吉川建設（株）、木下建設（株）、神稲建設（株）、北沢建設（株）、大協建設（株）
1453,受注希望,森林整備,,4150000,,南信州地域振興局,松川町,飯伊森林組合、（株）エレファントチーム
1454,総合評価,舗装工事,850.0,8290000,舗装修繕工 切削オーバーレイ工,飯田建設事務所,飯田市,小木曽建設（株）、金本建設（株）
1455,総合評価,舗装工事,850.0,6940000,舗装修繕工 切削オーバーレイ工,飯田建設事務所,下伊那郡阿南町,小木曽建設（株）、金本建設（株）
1456,総合評価,土木一式工事,1007.0,73380000,道路築造工 大型ブロック積工,飯田建設事務所,下伊那郡豊丘村から高森町,北沢建設（株）、（株）尾畑組、（株）カリス、（株）トライネット
1457,受注希望,土木一式工事,759.0,44590000,谷止工 流路工,南信州地域振興局,下條村,太田土建（有）、（株）カリス、古田工業（株）、細澤建設（株）、宮嘉建設（有）
1458,受注希望,土木一式工事,1006.0,非公開,渓間工 谷止工 浚渫工,南信州地域振興局,飯田市,
1459,受注希望,土木一式工事,759.0,45150000,道路工 水路工,南信州地域振興局,下伊那郡阿南町,（有）新井工務店、（株）カリス、（株）原山組
1460,一般競争,電気工事,819.0,非公開,雨量局増強工,飯田建設事務所,天竜川圏域,
1461,総合評価,とび・土工・コンクリート工事,775.0,31380000,法面対策工 コンクリート吹付工,飯田建設事務所,下伊那郡阿南町,細澤建設（株）、金本建設（株）、（株）三六組、（株）サンテクト、南信土木建築（有）、木下工業（株）、伊賀良建設（株）、（有）新野工務店、（株）シノダ、（株）清信建設興業
1462,総合評価,土木一式工事,1006.0,9800000,歩道整備工 排水構造物工 舗装工,飯田建設事務所,下伊那郡阿智村,共歩（株）、（有）神和創建、宮嘉建設（有）
1463,総合評価,舗装工事,850.0,6980000,舗装修繕工,飯田建設事務所,飯田市,（株）パテック、小木曽建設（株）
1464,総合評価,電気工事,819.0,60250000,多目的グランド照明取替工,飯田建設事務所,飯田市,丸山電業（株）、（株）共進電気
1465,受注希望,塗装工事,775.0,8180000,区画線設置工 薄層カラー舗装工,飯田建設事務所,飯田市,黒河内建設（株）、矢木コーポレーション（株）、長野機材（株）、山本産業（株）
1466,総合評価,土木一式工事,675.0,16760000,低水路改修工,飯田建設事務所,飯田市,（株）カリス、（有）神和創建
1467,受注希望,管工事,,4120000,雨水貯留タンク設置工,飯田建設事務所,飯田,（株）東設、ダイワ設備（株）
1468,総合評価,土木一式工事,759.0,非公開,,飯田建設事務所,上伊那郡中川村,
1469,受注希望,土木一式工事,675.0,13850000,鴨目工 排水路工 鳥原工 土止工,南信州地域振興局,下伊那郡阿南町,宮嘉建設（有）
1470,受注希望,土木一式工事,1006.0,10550000,承水路工 土止工,南信州地域振興局,下伊那郡泰阜村,南部建設（有）、（有）泰豊工務店
1471,総合評価,土木一式工事,759.0,70330000,砂防堰堤工,飯田建設事務所,飯田市,（株）カリス、池端工業（株）、（株）金田組、（有）福士組、（株）南建設、（株）近藤工務店、山崎建設（株）
1472,総合評価,土木一式工事,759.0,34860000,待受擁壁工 付替道路工,飯田建設事務所,飯田市,（株）カリス、（株）南建設、池端工業（株）、山崎建設（株）、（有）福士組、（株）近藤工務店
1473,受注希望,土木一式工事,1006.0,9190000,山腹工 土留工 伏工,南信州地域振興局,飯田市,宮嘉建設（有）、（有）奥宮工業、（株）ウチヤマ、（有）畑中工務所、（有）大信建設、（株）原山組
1474,総合評価,土木一式工事,1007.0,145450000,ボックスカルバート工,飯田建設事務所,飯田市,長豊建設（株）、大協建設（株）、北沢建設（株）、（株）三六組、木下建設（株）、神稲建設（株）
1475,総合評価,土木一式工事,759.0,49010000,橋梁補修工 塗装塗替工 鋼桁補修工,飯田建設事務所,県内一円,木下工業（株）、（株）カリス、南信土木建築（有）、木下建設（株）、神稲建設（株）、大協建設（株）、北沢建設（株）、吉川建設（株）
1476,総合評価,土木一式工事,1007.0,140950000,橋梁補修工 塗装塗替工 鋼桁補修工 付属物補修工,飯田建設事務所,県内一円,木下工業（株）、（株）カリス、クラウニング（株）、南信土木建築（有）、（株）尾畑組、長豊建設（株）、木下建設（株）、北沢建設（株）、大協建設（株）、（株）三六組、吉川建設（株）、神稲建設（株）
1477,総合評価,土木一式工事,675.0,21470000,護岸工 ブロック張工,飯田建設事務所,下伊那郡根羽村,南信土木建築（有）、（株）片桐工務所
1478,総合評価,土木一式工事,759.0,44490000,道路築造工 型擁壁工,飯田建設事務所,飯田市,（株）カリス、木下工業（株）、（株）パテック、（有）畑中工務所、大平建設（株）、（株）尾畑組、飯田建設（株）、（株）三六組、北沢建設（株）、吉川建設（株）、中川建設（有）、木下建設（株）、神稲建設（株）、長豊建設（株）
1479,総合評価,土木一式工事,1007.0,417900000,ボックスカルバート工,飯田建設事務所,飯田市,北野建設（株）、吉川建設（株）、木下建設（株）、北沢建設（株）、（株）三六組、大協建設（株）、長豊建設（株）、神稲建設（株）
